W7777432859636423,GBPUSD,sell,1.31234,null,2024-09-12T20:25:51.440Z,1.302 1.284
W7777432859703634,XAUUSD,sell,2581.51,2608.0,2024-09-13T19:31:06.417Z,2516
W7777432859699282,EURUSD,sell,1.10836,1.1124,2024-09-13T17:23:28.681Z,1.103
